-3,140;-1,000
-3,130;-1,000
-3,120;-1,000
-3,110;-1,000
-3,100;-0,999
-3,090;-0,999
-3,080;-0,998
-3,070;-0,997
-3,060;-0,997
-3,050;-0,996
-3,040;-0,995
-3,030;-0,994
-3,020;-0,993
-3,010;-0,991
-3,000;-0,990
-2,990;-0,989
-2,980;-0,987
-2,970;-0,985
-2,960;-0,984
-2,950;-0,982
-2,940;-0,980
-2,930;-0,978
-2,920;-0,976
-2,910;-0,973
-2,900;-0,971
-2,890;-0,969
-2,880;-0,966
-2,870;-0,963
-2,860;-0,961
-2,850;-0,958
-2,840;-0,955
-2,830;-0,952
-2,820;-0,949
-2,810;-0,946
-2,800;-0,942
-2,790;-0,939
-2,780;-0,935
-2,770;-0,932
-2,760;-0,928
-2,750;-0,924
-2,740;-0,920
-2,730;-0,916
-2,720;-0,912
-2,710;-0,908
-2,700;-0,904
-2,690;-0,900
-2,680;-0,895
-2,670;-0,891
-2,660;-0,886
-2,650;-0,882
-2,640;-0,877
-2,630;-0,872
-2,620;-0,867
-2,610;-0,862
-2,600;-0,857
-2,590;-0,852
-2,580;-0,846
-2,570;-0,841
-2,560;-0,836
-2,550;-0,830
-2,540;-0,824
-2,530;-0,819
-2,520;-0,813
-2,510;-0,807
-2,500;-0,801
-2,490;-0,795
-2,480;-0,789
-2,470;-0,783
-2,460;-0,777
-2,450;-0,770
-2,440;-0,764
-2,430;-0,757
-2,420;-0,751
-2,410;-0,744
-2,400;-0,737
-2,390;-0,731
-2,380;-0,724
-2,370;-0,717
-2,360;-0,710
-2,350;-0,703
-2,340;-0,696
-2,330;-0,688
-2,320;-0,681
-2,310;-0,674
-2,300;-0,666
-2,290;-0,659
-2,280;-0,651
-2,270;-0,644
-2,260;-0,636
-2,250;-0,628
-2,240;-0,620
-2,230;-0,612
-2,220;-0,605
-2,210;-0,597
-2,200;-0,589
-2,190;-0,580
-2,180;-0,572
-2,170;-0,564
-2,160;-0,556
-2,150;-0,547
-2,140;-0,539
-2,130;-0,531
-2,120;-0,522
-2,110;-0,513
-2,100;-0,505
-2,090;-0,496
-2,080;-0,487
-2,070;-0,479
-2,060;-0,470
-2,050;-0,461
-2,040;-0,452
-2,030;-0,443
-2,020;-0,434
-2,010;-0,425
-2,000;-0,416
-1,990;-0,407
-1,980;-0,398
-1,970;-0,389
-1,960;-0,379
-1,950;-0,370
-1,940;-0,361
-1,930;-0,352
-1,920;-0,342
-1,910;-0,333
-1,900;-0,323
-1,890;-0,314
-1,880;-0,304
-1,870;-0,295
-1,860;-0,285
-1,850;-0,276
-1,840;-0,266
-1,830;-0,256
-1,820;-0,247
-1,810;-0,237
-1,800;-0,227
-1,790;-0,217
-1,780;-0,208
-1,770;-0,198
-1,760;-0,188
-1,750;-0,178
-1,740;-0,168
-1,730;-0,159
-1,720;-0,149
-1,710;-0,139
-1,700;-0,129
-1,690;-0,119
-1,680;-0,109
-1,670;-0,099
-1,660;-0,089
-1,650;-0,079
-1,640;-0,069
-1,630;-0,059
-1,620;-0,049
-1,610;-0,039
-1,600;-0,029
-1,590;-0,019
-1,580;-0,009
-1,570;0,000
-1,560;0,011
-1,550;0,021
-1,540;0,031
-1,530;0,041
-1,520;0,051
-1,510;0,061
-1,500;0,071
-1,490;0,081
-1,480;0,091
-1,470;0,101
-1,460;0,111
-1,450;0,121
-1,440;0,130
-1,430;0,140
-1,420;0,150
-1,410;0,160
-1,400;0,170
-1,390;0,180
-1,380;0,190
-1,370;0,199
-1,360;0,209
-1,350;0,219
-1,340;0,229
-1,330;0,238
-1,320;0,248
-1,310;0,258
-1,300;0,267
-1,290;0,277
-1,280;0,287
-1,270;0,296
-1,260;0,306
-1,250;0,315
-1,240;0,325
-1,230;0,334
-1,220;0,344
-1,210;0,353
-1,200;0,362
-1,190;0,372
-1,180;0,381
-1,170;0,390
-1,160;0,399
-1,150;0,408
-1,140;0,418
-1,130;0,427
-1,120;0,436
-1,110;0,445
-1,100;0,454
-1,090;0,462
-1,080;0,471
-1,070;0,480
-1,060;0,489
-1,050;0,498
-1,040;0,506
-1,030;0,515
-1,020;0,523
-1,010;0,532
-1,000;0,540
-0,990;0,549
-0,980;0,557
-0,970;0,565
-0,960;0,574
-0,950;0,582
-0,940;0,590
-0,930;0,598
-0,920;0,606
-0,910;0,614
-0,900;0,622
-0,890;0,629
-0,880;0,637
-0,870;0,645
-0,860;0,652
-0,850;0,660
-0,840;0,667
-0,830;0,675
-0,820;0,682
-0,810;0,689
-0,800;0,697
-0,790;0,704
-0,780;0,711
-0,770;0,718
-0,760;0,725
-0,750;0,732
-0,740;0,738
-0,730;0,745
-0,720;0,752
-0,710;0,758
-0,700;0,765
-0,690;0,771
-0,680;0,778
-0,670;0,784
-0,660;0,790
-0,650;0,796
-0,640;0,802
-0,630;0,808
-0,620;0,814
-0,610;0,820
-0,600;0,825
-0,590;0,831
-0,580;0,836
-0,570;0,842
-0,560;0,847
-0,550;0,853
-0,540;0,858
-0,530;0,863
-0,520;0,868
-0,510;0,873
-0,500;0,878
-0,490;0,882
-0,480;0,887
-0,470;0,892
-0,460;0,896
-0,450;0,900
-0,440;0,905
-0,430;0,909
-0,420;0,913
-0,410;0,917
-0,400;0,921
-0,390;0,925
-0,380;0,929
-0,370;0,932
-0,360;0,936
-0,350;0,939
-0,340;0,943
-0,330;0,946
-0,320;0,949
-0,310;0,952
-0,300;0,955
-0,290;0,958
-0,280;0,961
-0,270;0,964
-0,260;0,966
-0,250;0,969
-0,240;0,971
-0,230;0,974
-0,220;0,976
-0,210;0,978
-0,200;0,980
-0,190;0,982
-0,180;0,984
-0,170;0,986
-0,160;0,987
-0,150;0,989
-0,140;0,990
-0,130;0,992
-0,120;0,993
-0,110;0,994
-0,100;0,995
-0,090;0,996
-0,080;0,997
-0,070;0,998
-0,060;0,998
-0,050;0,999
-0,040;0,999
-0,030;1,000
-0,020;1,000
-0,010;1,000
-0,000;1,000
